"id";"variedad";"tiempo";"peso"
80;"Starking";"semana_20";176,277280863158
81;"Gala";"semana_5";47,533744957984
81;"Gala";"semana_10";160,538792939458
81;"Gala";"semana_15";184,045577840093
81;"Gala";"semana_20";186,671895478996
82;"Fuji";"semana_5";52,7251747546919
82;"Fuji";"semana_10";109,615078742073
82;"Fuji";"semana_15";221,263958154706
82;"Fuji";"semana_20";221,522317825345
83;"Gala";"semana_5";41,2731956441164
83;"Gala";"semana_10";80,1939491740401
83;"Gala";"semana_15";182,050457470388
83;"Gala";"semana_20";182,856297390805
84;"Pink Lady";"semana_5";56,8426977640821
84;"Pink Lady";"semana_10";139,131796340593
84;"Pink Lady";"semana_15";222,498545829548
84;"Pink Lady";"semana_20";225,874797880991
85;"Richard";"semana_5";59,0104178719805
85;"Richard";"semana_10";133,079777922026
85;"Richard";"semana_15";208,159366333119
85;"Richard";"semana_20";208,233441933251
86;"Granny Smith";"semana_5";53,2886469836553
86;"Granny Smith";"semana_10";113,511483866209
86;"Granny Smith";"semana_15";204,171428671975
86;"Granny Smith";"semana_20";211,167171587173
87;"Starking";"semana_5";52,7032352373696
87;"Starking";"semana_10";82,3005352266986
87;"Starking";"semana_15";219,22413928581
87;"Starking";"semana_20";220,108962872602
88;"Golden";"semana_5";55,0283504188495
88;"Golden";"semana_10";111,492399937905
88;"Golden";"semana_15";225,454762802874
88;"Golden";"semana_20";232,8488319213
89;"Golden";"semana_5";48,0842554893239
89;"Golden";"semana_10";109,396440361974
89;"Golden";"semana_15";209,400195435761
89;"Golden";"semana_20";214,567478609412
90;"Starking";"semana_5";48,3403577066733
90;"Starking";"semana_10";89,0693289434253
90;"Starking";"semana_15";226,386316314884
90;"Starking";"semana_20";231,070230823554
91;"Golden";"semana_5";50,4402658613238
91;"Golden";"semana_10";123,816852422485
91;"Golden";"semana_15";187,975895654029
91;"Golden";"semana_20";194,963007216892
92;"Granny Smith";"semana_5";45,9471256531455
92;"Granny Smith";"semana_10";130,745209306474
92;"Granny Smith";"semana_15";194,788011815571
92;"Granny Smith";"semana_20";195,597200730987
93;"Starking";"semana_5";47,435994110915
93;"Starking";"semana_10";119,752748422123
93;"Starking";"semana_15";193,939685540366
93;"Starking";"semana_20";195,538461472931
94;"Granny Smith";"semana_5";48,3526634262225
94;"Granny Smith";"semana_10";124,81141841642
94;"Granny Smith";"semana_15";248,037847491001
94;"Granny Smith";"semana_20";251,609288046156
95;"Fuji";"semana_5";50,6931876390448
95;"Fuji";"semana_10";113,529580823678
95;"Fuji";"semana_15";242,235958950079
95;"Fuji";"semana_20";248,048183723769
96;"Starking";"semana_5";47,1270622582185
96;"Starking";"semana_10";123,531256359643
96;"Starking";"semana_15";172,085321141569
96;"Starking";"semana_20";177,821217589243
97;"Granny Smith";"semana_5";52,9929335729969
97;"Granny Smith";"semana_10";122,145303630381
97;"Granny Smith";"semana_15";200,27592045237
97;"Granny Smith";"semana_20";207,507926422922
98;"Pink Lady";"semana_5";50,6834308398487
98;"Pink Lady";"semana_10";106,285612192401
98;"Pink Lady";"semana_15";174,459316387166
98;"Pink Lady";"semana_20";178,720758254964
99;"Granny Smith";"semana_5";41,3557146417238
99;"Granny Smith";"semana_10";135,109099458604
99;"Granny Smith";"semana_15";210,424186478648
99;"Granny Smith";"semana_20";211,230741628725
100;"Richard";"semana_5";55,993930751172
100;"Richard";"semana_10";145,670963709507
100;"Richard";"semana_15";242,614936599566
100;"Richard";"semana_20";246,288730241417
101;"Gala";"semana_5";40,4876335961927
101;"Gala";"semana_10";98,1198283946595
101;"Gala";"semana_15";206,522405668252
101;"Gala";"semana_20";212,551631220706
102;"Fuji";"semana_5";54,5290334445591
102;"Fuji";"semana_10";93,0069057468302
102;"Fuji";"semana_15";183,928037556225
102;"Fuji";"semana_20";185,951747183093
103;"Richard";"semana_5";55,4427110708851
103;"Richard";"semana_10";134,923426999208
103;"Richard";"semana_15";213,382410888053
103;"Richard";"semana_20";221,204292519442
104;"Gala";"semana_5";46,1571276946953
104;"Gala";"semana_10";113,445533716175
104;"Gala";"semana_15";167,954580429488
104;"Gala";"semana_20";173,014635223442
105;"Richard";"semana_5";60,1428635850117
105;"Richard";"semana_10";155,482838375159
105;"Richard";"semana_15";217,564113397319
105;"Richard";"semana_20";221,518566010688
106;"Gala";"semana_5";44,5841633568642
106;"Gala";"semana_10";107,090867931063
106;"Gala";"semana_15";171,311659822022
106;"Gala";"semana_20";176,01886069194
107;"Gala";"semana_5";40,5478441255055
107;"Gala";"semana_10";103,118402638471
107;"Gala";"semana_15";195,247203808037
107;"Gala";"semana_20";197,524440470843
108;"Pink Lady";"semana_5";54,4198396539864
108;"Pink Lady";"semana_10";86,9694165496148
108;"Pink Lady";"semana_15";207,03919969599
108;"Pink Lady";"semana_20";213,256835167364
109;"Golden";"semana_5";46,6383657451845
109;"Golden";"semana_10";79,9081448102677
109;"Golden";"semana_15";167,149165973302
109;"Golden";"semana_20";167,501091750573
110;"Pink Lady";"semana_5";43,3413928865259
110;"Pink Lady";"semana_10";124,38370420309
110;"Pink Lady";"semana_15";186,975597534612
110;"Pink Lady";"semana_20";189,901210850388
111;"Golden";"semana_5";51,4333501773776
111;"Golden";"semana_10";106,128694242662
111;"Golden";"semana_15";179,869759151329
111;"Golden";"semana_20";181,206707240631
112;"Golden";"semana_5";44,2863941359932
112;"Golden";"semana_10";146,731089736522
112;"Golden";"semana_15";201,457761550439
112;"Golden";"semana_20";209,383634550614
113;"Starking";"semana_5";48,2438752905474
113;"Starking";"semana_10";151,396982055004
113;"Starking";"semana_15";179,862778213252
113;"Starking";"semana_20";184,231281089042
114;"Starking";"semana_5";46,2186173879851
114;"Starking";"semana_10";145,735371983174
114;"Starking";"semana_15";221,376033756066
114;"Starking";"semana_20";228,679544094134
115;"Golden";"semana_5";55,026009303444
115;"Golden";"semana_10";123,41385370103
115;"Golden";"semana_15";161,261829964934
115;"Golden";"semana_20";163,712785108133
116;"Golden";"semana_5";56,7693945628045
116;"Golden";"semana_10";105,556424313441
116;"Golden";"semana_15";159,705665383125
116;"Golden";"semana_20";162,208851247663
117;"Richard";"semana_5";59,6372941811837
117;"Richard";"semana_10";154,994155343238
117;"Richard";"semana_15";180,366615250512
117;"Richard";"semana_20";180,462634090139
118;"Granny Smith";"semana_5";49,9026765869974
118;"Granny Smith";"semana_10";132,022883130679
118;"Granny Smith";"semana_15";179,00032866937
118;"Granny Smith";"semana_20";184,972517887176
119;"Richard";"semana_5";60,8324172690284
119;"Richard";"semana_10";139,197087468156
119;"Richard";"semana_15";265,660737147511
119;"Richard";"semana_20";271,386411603496
120;"Fuji";"semana_5";47,7347740115242
120;"Fuji";"semana_10";128,538376010438
120;"Fuji";"semana_15";173,31696248217
120;"Fuji";"semana_20";178,034664675356
121;"Gala";"semana_5";42,7010698816576
121;"Gala";"semana_10";82,7144417350069
121;"Gala";"semana_15";182,063220614487
121;"Gala";"semana_20";187,802344225266
122;"Granny Smith";"semana_5";61,3394577327389
122;"Granny Smith";"semana_10";111,911597345183
122;"Granny Smith";"semana_15";197,958280521938
122;"Granny Smith";"semana_20";202,122489418396
123;"Pink Lady";"semana_5";46,8493203098419
123;"Pink Lady";"semana_10";132,741735566107
123;"Pink Lady";"semana_15";220,704733886431
123;"Pink Lady";"semana_20";220,924278569083
124;"Granny Smith";"semana_5";54,0955677353025
124;"Granny Smith";"semana_10";127,889295079225
124;"Granny Smith";"semana_15";178,490670353208
124;"Granny Smith";"semana_20";184,322624724392
125;"Fuji";"semana_5";44,4298982662909
125;"Fuji";"semana_10";112,980328804114
125;"Fuji";"semana_15";171,008933839833
125;"Fuji";"semana_20";173,733781624099
126;"Richard";"semana_5";58,3238867943801
126;"Richard";"semana_10";143,809919030806
126;"Richard";"semana_15";224,074792850134
126;"Richard";"semana_20";228,606643011165
127;"Richard";"semana_5";59,3487248480863
127;"Richard";"semana_10";80,6059074268212
127;"Richard";"semana_15";221,59901781445
127;"Richard";"semana_20";226,868365847222
128;"Gala";"semana_5";37,7762269616282
128;"Gala";"semana_10";115,59713783626
128;"Gala";"semana_15";193,632709376458
128;"Gala";"semana_20";199,548600165117
129;"Starking";"semana_5";54,1559558292493
129;"Starking";"semana_10";132,259711330183
129;"Starking";"semana_15";167,152425824518
129;"Starking";"semana_20";169,743051650787
130;"Golden";"semana_5";51,0895350859055
130;"Golden";"semana_10";85,7679029126535
130;"Golden";"semana_15";229,493484356947
130;"Golden";"semana_20";233,09589845831
131;"Pink Lady";"semana_5";42,3381261767627
131;"Pink Lady";"semana_10";126,078888246605
131;"Pink Lady";"semana_15";156,582939280075
131;"Pink Lady";"semana_20";164,223323916895
132;"Golden";"semana_5";43,4867740067291
132;"Golden";"semana_10";117,123235276605
132;"Golden";"semana_15";169,596246067833
132;"Golden";"semana_20";171,433097469088
133;"Fuji";"semana_5";43,4697915217149
133;"Fuji";"semana_10";109,060899804943
133;"Fuji";"semana_15";173,146491098908
133;"Fuji";"semana_20";178,656503282247
134;"Granny Smith";"semana_5";53,6798071674248
134;"Granny Smith";"semana_10";94,0941956939962
134;"Granny Smith";"semana_15";210,089901328391
134;"Granny Smith";"semana_20";214,769270634583
135;"Fuji";"semana_5";47,4899821955019
135;"Fuji";"semana_10";103,797465188073
135;"Fuji";"semana_15";203,523975143625
135;"Fuji";"semana_20";205,09485706356
136;"Richard";"semana_5";62,819844406248
136;"Richard";"semana_10";149,78540816365
136;"Richard";"semana_15";216,29404326207
136;"Richard";"semana_20";218,476218300452
137;"Golden";"semana_5";49,8325611495012
137;"Golden";"semana_10";114,674344418392
137;"Golden";"semana_15";154,018492351511
137;"Golden";"semana_20";158,129284830058
138;"Golden";"semana_5";52,8830440787113
138;"Golden";"semana_10";102,143487186465
138;"Golden";"semana_15";144,300368998217
138;"Golden";"semana_20";144,765794768947
139;"Richard";"semana_5";56,3301363366973
139;"Richard";"semana_10";125,330993051945
139;"Richard";"semana_15";260,888315715896
139;"Richard";"semana_20";263,21087814595
140;"Fuji";"semana_5";46,7623979809855
140;"Fuji";"semana_10";94,1078098976345
140;"Fuji";"semana_15";176,129820279128
140;"Fuji";"semana_20";177,479291043527
141;"Starking";"semana_5";52,932201204531
141;"Starking";"semana_10";128,582112620086
141;"Starking";"semana_15";170,032283499108
141;"Starking";"semana_20";171,845068008841
142;"Golden";"semana_5";51,8143212890882
142;"Golden";"semana_10";114,88220646127
142;"Golden";"semana_15";220,44970894307
142;"Golden";"semana_20";226,163857250289
143;"Gala";"semana_5";49,7937566806715
143;"Gala";"semana_10";114,228293996127
143;"Gala";"semana_15";191,173125122776
143;"Gala";"semana_20";198,833019823869
144;"Granny Smith";"semana_5";55,4776558721717
144;"Granny Smith";"semana_10";134,402801469525
144;"Granny Smith";"semana_15";207,520829428734
144;"Granny Smith";"semana_20";213,738023171948
145;"Starking";"semana_5";50,2622324989756
145;"Starking";"semana_10";110,086529617561
145;"Starking";"semana_15";184,57321058242
145;"Starking";"semana_20";190,892031006798
146;"Starking";"semana_5";49,8286326952728
146;"Starking";"semana_10";155,443526194027
146;"Starking";"semana_15";209,781036798984
146;"Starking";"semana_20";210,064861302406
147;"Granny Smith";"semana_5";48,1394565732117
147;"Granny Smith";"semana_10";108,781628789284
147;"Granny Smith";"semana_15";197,495994324384
147;"Granny Smith";"semana_20";203,066003708689
148;"Granny Smith";"semana_5";51,6891911887243
148;"Granny Smith";"semana_10";116,57175421888
148;"Granny Smith";"semana_15";227,410361331683
148;"Granny Smith";"semana_20";233,729377505165
149;"Starking";"semana_5";38,8945513255634
149;"Starking";"semana_10";102,928843080098
149;"Starking";"semana_15";215,829343860194
149;"Starking";"semana_20";221,986417495802
150;"Granny Smith";"semana_5";50,8622786259677
150;"Granny Smith";"semana_10";137,248058584918
150;"Granny Smith";"semana_15";202,152934291227
150;"Granny Smith";"semana_20";204,664094219742
151;"Golden";"semana_5";46,9340067545151
151;"Golden";"semana_10";152,514925841989
151;"Golden";"semana_15";207,152499218353
151;"Golden";"semana_20";211,208371820741
152;"Golden";"semana_5";50,2288459133513
152;"Golden";"semana_10";121,034878334499
152;"Golden";"semana_15";224,060473347708
152;"Golden";"semana_20";224,142175730943
153;"Granny Smith";"semana_5";40,754511434654
153;"Granny Smith";"semana_10";125,376377754576
153;"Granny Smith";"semana_15";195,459045277999
153;"Granny Smith";"semana_20";196,579793000684
154;"Richard";"semana_5";61,2407015282327
154;"Richard";"semana_10";130,370916411828
154;"Richard";"semana_15";234,652415921305
154;"Richard";"semana_20";238,334832811121
155;"Fuji";"semana_5";51,6475955382988
155;"Fuji";"semana_10";133,639712060755
155;"Fuji";"semana_15";216,387181152436
155;"Fuji";"semana_20";219,21502215493
156;"Starking";"semana_5";51,8553928497714
156;"Starking";"semana_10";129,896968954213
156;"Starking";"semana_15";234,010766109774
156;"Starking";"semana_20";241,570579648341
157;"Granny Smith";"semana_5";52,0444688735584
157;"Granny Smith";"semana_10";127,868747834171
157;"Granny Smith";"semana_15";148,796707746014
157;"Granny Smith";"semana_20";151,627525845915
158;"Pink Lady";"semana_5";52,7178653811232
158;"Pink Lady";"semana_10";121,140583531217
158;"Pink Lady";"semana_15";230,894579090094
158;"Pink Lady";"semana_20";236,165202183565
159;"Fuji";"semana_5";48,1011983920943
159;"Fuji";"semana_10";100,160852008474
159;"Fuji";"semana_15";175,859444770136
159;"Fuji";"semana_20";181,751579494321
160;"Richard";"semana_5";59,6002775245665
160;"Richard";"semana_10";115,635120205701
160;"Richard";"semana_15";257,171999384024
160;"Richard";"semana_20";262,74934029796
161;"Fuji";"semana_5";43,2077771833144
161;"Fuji";"semana_10";114,115527578253
161;"Fuji";"semana_15";203,250816875047
161;"Fuji";"semana_20";210,2145793465
162;"Richard";"semana_5";61,0316653342798
162;"Richard";"semana_10";138,317186270817
162;"Richard";"semana_15";217,658704772221
162;"Richard";"semana_20";218,190463700893
163;"Golden";"semana_5";64,2558947949115
163;"Golden";"semana_10";82,5383814837823
163;"Golden";"semana_15";171,577429093213
163;"Golden";"semana_20";178,291690023408
164;"Gala";"semana_5";50,5935345331816
164;"Gala";"semana_10";95,2219988935684
164;"Gala";"semana_15";185,825309446286
164;"Gala";"semana_20";189,296797536518
165;"Fuji";"semana_5";44,7030083581381
165;"Fuji";"semana_10";126,863943567477
165;"Fuji";"semana_15";176,439535965581
