"Id";"Grupo";"Inicial";"Pollo";"Res";"Conejo";"Pescado";"Pato"
49;8;5,53189211864306;5,33441266281811;5,85584921431078;5,68091188114418;5,56841804649962;5,93655365967939
50;9;6,45786561203391;6,61477490962684;6,48180435012296;6,05873294720628;6,54004285969973;6,39936004584856
51;1;5,6341286013002;5,76659016843014;5,4830843171204;5,72601498776176;5,54892373439916;5,77724329131716
52;8;1,38992743813348;1,53534794826907;1,60411037292712;1,39771779305217;1,30290748276663;1,80280793590852
53;11;2,62011734646878;2,52129380115441;2,61987127768009;2,57571748713164;2,57850243327341;2,5954337289477
54;1;4,71765794489221;4,66564660077603;4,70484901848868;4,72602336030141;4,66204037140743;4,84872574262009
55;5;9,00899393844078;8,92509372659619;9,11428333303551;8,89251590684647;8,25708086804147;8,83480080763469
56;2;4,674123815704;5,32196224609004;4,81001323589669;4,7008046748823;4,59269953749688;4,49671639844389
57;5;7,11214634591886;7,26672449244358;7,008960668763;6,96058341061868;6,43290332976901;7,20740125637673
58;3;7,72437517592495;7,7053113727439;8,11996411337329;7,76421880150026;7,62449725806525;7,78367822995221
59;7;5,09837148061535;4,95853439990944;4,79792982034898;5,11209685767582;5,21298333732458;5,25456853697589
60;9;1,18082473155228;1,28948548276095;1,34659607986106;0,878587600175534;1,10625396974502;0,813199172896576
61;11;2,49737389431022;2,41421564695113;2,51388296683937;2,57769219110407;2,52374365253992;2,56559859573528
62;4;1,80849601374414;1,6421847371332;1,76066045555692;0,994980049570429;1,74786142287251;1,88620224939134
63;7;10,472189905634;10,5517374734858;9,99579964310381;10,350701920362;10,7377397691829;10,5881247119511
64;3;5,27040544484446;5,38176459378267;5,73852123296058;5,28158070069442;5,24947510945315;5,26958185878286
65;4;4,63750437569078;4,69284554232117;4,58892652062904;3,86649687978179;4,72316388456356;4,46872754838523
66;10;3,37303619365595;3,35888099492914;3,30572138614408;3,28520344853788;3,25629286160148;3,09144808798484
67;6;1,34224360949451;1,4858204353703;1,35033977591524;1,3563869382357;1,2454695241628;1,32891194076369
68;8;1,97983936029183;1,82786833489942;2,25943747935513;2,01104394313576;2,04363512289407;2,42899823556351
69;2;9,37377129624203;9,89782462060522;9,49454094570667;9,32769270184055;9,34269539228246;9,3570426743345
70;6;6,02276337718842;6,17279772771774;5,88423707219092;6,01851557683451;6,05273033105088;6,30670845885081
71;2;1,9673974083639;2,5171121596494;2,15227141211696;1,98927391766526;2,06690949452065;2,02287552132227
72;10;7,44000895409518;7,53494165618577;7,26893358598136;7,40537264682025;7,4521048377701;7,43462171568208
73;7;3,64918639183328;3,50020232133851;3,38381835590866;3,49442535413713;3,90637234333721;3,83264429623545
74;9;3,50321316464922;3,41364471723444;3,44947297309644;3,18898212487928;3,69747542317144;3,35581141260571
75;7;4,79079735217397;4,92958629814689;4,17034820412533;4,89045636862298;4,97338045627126;4,85595167124425
76;5;-0,470434296872725;-0,32700909841459;-0,552301113676538;-0,513540049266328;-1,21641051903952;-0,305973244175573
77;6;8,23111575364291;8,10867379640385;8,24960901538997;8,17516092599525;8,04222970956161;8,77383460856198
78;2;2,56919766292351;3,21378881605717;2,57420965163413;2,4465192799494;2,69595757248256;2,71276144264641
79;5;9,92730836822132;9,85835197978134;9,87566886768157;9,85182183497066;9,19111818476061;9,81582139321084
80;10;2,87856374555669;3,05265501407377;3,00051087984286;2,88257604102075;2,70771411522693;2,845949526368
81;11;5,42223248089422;5,50013465782386;5,49373767127972;5,45427227098253;5,17985836182479;5,35122465708982
82;3;5,95361606753364;6,03435765947148;6,31611593074564;6,12625030404821;6,15230831247687;5,77294469685227
83;7;6,98873534396397;6,8978961729269;6,6687254519259;6,81521745024355;7,13498128380733;6,87667721703755
84;4;8,88432120439276;8,93153252993389;8,86052637175336;8,45625094094458;8,85941528389841;8,93433944630116
85;1;4,34101356909088;4,20878427036515;4,50423444685003;4,28348805269635;4,42872363029456;4,1467541175749
86;10;5,68036955948957;5,54407185111233;5,66092906296292;5,70627139643804;5,77646958613806;5,76568217314818
87;11;2,08107375789102;2,00710385872651;2,05614661236893;2,07484068272304;1,92576036478993;2,09620962727483
88;7;4,26575553439151;4,16232464083995;3,56806828902162;4,23895754016529;4,61344398002665;4,19009735177796
89;8;6,06517610943682;5,94785795437909;6,42856348783515;6,09914457474641;6,02386468409366;6,50673610351785
90;7;2,22841192300359;2,41907558294872;1,94004250483515;2,33302253152171;2,46145490841402;2,324022140288
91;2;4,72277132617768;5,34142020589665;4,55179339126211;4,89185406780329;4,88980940999922;4,70618349938181
92;8;2,37599212528963;2,53904382448469;2,66905941820529;2,19369244344358;2,48289165656839;2,77312425418582
93;8;6,64886270116178;6,77163882345987;6,81137251613756;6,81787615695132;6,62595700171871;7,0910759828482
94;2;2,65341853940798;3,29316468687201;2,80671764261959;2,51549682974754;2,76869922162904;2,69714789571179
95;9;4,55668845878724;4,45331939117793;4,40350110729966;4,42255773743425;4,47395186036635;4,20721891167384
96;2;7,09284628016463;7,7937126487173;7,10545017730033;6,91864765250644;6,98584246925598;7,06211611825561
97;3;8,67695106030055;8,64551537953861;9,18570023180995;8,86690261517264;8,58342478037425;8,52594547313251
98;8;3,92730817812642;3,74063254873415;4,14145785073431;3,80598769392034;3,89620994589439;4,28305105889829
99;6;7,62028892946743;7,64303409097099;7,6800788818238;7,7575282381227;7,76644116149598;7,59150752614566
100;1;6,33233156016393;6,15107281793205;6,33194666913075;6,53094368985219;6,38276639942376;6,27880524795799
101;9;4,97099534209169;5,0099320196668;5,01322991383544;4,74932566351539;4,84617630561165;4,78799353587723
102;5;1,43254849663445;1,49509257249974;1,24492101626911;1,5304060882374;0,751267672604627;1,51562002892115
103;10;7,24590268494678;7,25802505580826;7,12005531588686;7,32818542691996;7,05555878045155;7,08961233148468
104;8;4,74436294403179;4,90952701600521;5,00052077764897;4,88272939384236;4,74511389754965;5,11683537998954
105;10;7,48625458423602;7,29429701297167;7,57997585535604;7,40691840719054;7,33092664946425;7,46813779473859
106;5;3,40839642009219;3,30538854452303;3,48624161372414;3,55435959699085;2,66737986837967;3,20914165473065
107;2;2,26687022605481;2,81464110551903;2,20185108463781;2,40942599614652;2,29655358083116;2,14275680081488
108;3;5,37818239760638;5,54666385167331;5,79945147017535;5,38997376320005;5,49967674530164;5,24745419622452
109;7;5,56737377111347;5,55435579278053;5,17108741515329;5,74562922072144;5,69967667088857;5,58882866342099
110;8;4,81049045057567;4,8893918938336;5,18669977328805;4,63440842371034;4,82089295455786;5,23335626289314
111;10;6,04302200278529;6,14708383348101;6,05958761167043;5,97840524119587;5,96985612925404;6,06447273887956
112;1;4,63488042420367;4,67176637994716;4,52477710759858;4,6970769956767;4,57115956089118;4,7663941713109
113;10;0,45620696248928;0,565673088771048;0,383223638520333;0,398487402242366;0,340678891748878;0,432515268423352
114;10;5,54996709762985;5,65707854977722;5,41581368283281;5,61040395004587;5,39581977068359;5,32207973147655
115;11;4,20791946075051;4,24355520441322;4,24633398971646;4,28792487637265;4,17821239925115;4,11917645985386
116;9;6,12815470205129;5,99045127987371;6,06686777270839;5,75597569622074;6,15760319189609;6,24858948535726
117;6;6,33367339883412;6,39007246353144;6,4836339640286;6,17517839128563;6,30390279999415;6,38887072315851
118;5;8,14318203965596;8,04626622416473;7,969935353216;8,27164069686479;7,47329821137174;7,9985848382341
119;2;2,3465381464583;2,99456545325342;2,33618111076179;2,529294440489;2,38760226095441;2,46651810497391
120;5;6,78150923142526;6,82751105560306;6,60396533135641;6,71300579805243;6,04480567646529;6,64825395440999
121;1;0,529653608051627;0,526674162314771;0,611903432009308;0,588217727185725;0,493911392053156;0,330583045256822
122;8;5,26519118398763;5,10907242922447;5,47650187861043;5,1512106455896;5,43797018649391;5,63195253901984
123;4;9,29118637774699;9,18261546899192;9,3465567228999;8,64466434544046;9,23287999105268;9,43324056935124
124;10;6,59207464593667;6,65501725000534;6,59537514035795;6,65332075508516;6,78627955445293;6,62945356329176
125;10;3,31412417765466;3,11805742883814;3,39861729552728;3,36986287574043;3,5001466230279;3,33093388078493
126;4;4,3578361547591;4,46644437341409;4,52597042890655;3,46391894368379;4,27749251965823;4,28976825755479
127;5;4,97054782463758;4,81405195408089;5,15536142914145;4,91924877381472;4,21303204671068;5,13014358943848
128;6;6,61601286272572;6,65758061626048;6,78561012496294;6,59371014975996;6,81575653341652;6,37381287359686
129;3;2,0203295454951;2,1115430167513;2,36401079011709;2,21608540784661;2,18941114988271;1,98205216150824
130;9;6,54581230592539;6,53369380284658;6,46934012381917;6,16507968127353;6,42691067673823;6,66638024372605
131;3;2,13343398014666;2,2034388583398;2,5860646709113;2,09496852068813;2,04733591920347;1,97450119296671
132;10;7,32637254885416;7,24293187475782;7,18258360913973;7,40615765728075;7,41647758550029;7,17294246564638
133;8;4,49511970355747;4,49313156241191;4,80729785067601;4,40003115739314;4,49891564175127;4,90373103716051
134;4;2,28489932240843;2,21468001464306;2,2144306137219;1,44020079658291;2,30134915346204;2,46288999933674
135;4;3,55327111910517;3,74115210836241;3,5011014331081;2,96778420695989;3,61514789396385;3,50558984465385
136;7;6,30565963560969;6,3478932593602;5,91991825237658;6,32576923609033;6,69609053923071;6,151986407547
137;5;6,35352941737843;6,3212246181011;6,25989548662079;6,21149905096141;5,56131676910778;6,49238158935083
138;5;3,82564691409781;3,9928785545969;3,94310258992329;3,92363363758042;3,13444116737075;3,66565479405537
139;2;4,95025539843321;5,50798344507769;5,02732856513888;4,86802029784725;5,00227171525315;4,89525351019532
140;4;3,69065503248961;3,63486735321598;3,55379536118375;3,08339968928152;3,80659605370851;3,84366497205587
141;9;5,73278884482683;5,76593812811302;5,7458968845673;5,54226805495677;5,68422847041042;5,72057596659401
142;4;3,4064771865171;3,36882513301937;3,22066841168819;2,92185992800189;3,50559214285133;3,5047825746846
143;6;3,89785435981575;3,93701230873812;3,84435742226887;4,04592497795347;3,74546894244376;3,36602291762356
144;6;6,07316509091442;6,06337656674121;6,24972518437688;6,12348682300334;6,23400906722208;5,56898610049074
145;5;3,09993037432709;3,09873952213952;2,94621152775639;3,22454309417212;2,4250012386618;3,03749511931369
146;1;5,58540126368811;5,48851584367861;5,68406101916393;5,53321168687602;5,60779622005706;5,5349689467292
147;5;4,4927297129392;4,47232157616907;4,56117910510892;4,45611563353831;3,76371090599367;4,34374412410924
148;7;5,38100784891298;5,50513406391269;4,91300996833028;5,39439996066516;5,67119325506514;5,39214649465879
149;9;0,541364002440361;0,388617403924702;0,384011450063674;0,349651667897826;0,660501348067312;0,652311007518558
150;9;4,71732642352025;4,51807140055488;4,56164757869581;4,33450308993368;4,82458899858783;4,42494246903251
151;2;1,05733387380066;1,78997449710193;1,23409247913557;0,952927435032752;1,17816884939718;0,99633019690561
152;4;0,15022593804821;-0,045400922715668;0,101983933459963;-0,311843312688176;0,0659442809708375;0,335996503692116
153;3;7,08927037688662;6,94366273452286;7,68797680412643;7,23434951622729;7,13788832957615;6,99373341380377
154;6;6,03243226425433;6,21477099626967;6,1364598797419;5,8561605802522;6,10731104228356;5,6856892510102
155;4;8,01586102943988;8,02227188132824;7,863507257012;7,50067813166538;8,06748003324615;8,03428617322938
156;4;5,77974068215063;5,61885121585747;5,8665355045343;5,07877300395576;5,81173032121679;5,9533751968289
157;11;3,79095950424175;3,71565456352632;3,86930558671679;3,77228548284124;3,76331706866126;3,85942991999413
158;10;5,08952538400432;5,20735350867277;5,20683936664378;5,06915876321969;5,01371058385363;5,15042133565535
159;7;7,44178571369832;7,48907737233077;7,15562342374453;7,25044864857902;7,83297297525552;7,40875662643795
160;1;1,99193949076659;2,01076542568705;1,82350599049903;2,00677341056368;2,10898764069504;1,88822682491816
161;10;5,22758675386519;5,30418978399918;5,12457783484221;5,16783336728201;5,38960293802754;5,08727491312981
162;4;5,00473282152949;4,8713929127173;5,02767354838712;4,14159227378829;4,89537204701616;4,92136691438197
163;2;4,42953021254999;5,22713601250344;4,23737090768901;4,61925734326851;4,33126575405386;4,46546018457648
164;3;3,82602819505358;3,71709013137246;4,33283167957073;3,89754407287786;3,84786739529321;3,67215644673655
165;1;6,04918881146369;6,18017323812602;6,1156662047295;6,0078334521888;6,24518293704969;6,00451485136656
166;3;3,1348094986309;3,15299227251901;3,72584524101342;3,22948545986085;3,21589335040419;3,03089585793434
167;6;6,30675624067387;6,40359221658161;6,4104814904598;6,46287593635222;6,37490191001868;5,97947163822552
168;7;2,63489032217846;2,54714136847839;2,06378380095199;2,8138258301428;2,76695468772747;2,82079507194073
169;1;3,72567776214769;3,86055000588735;3,61940395800834;3,74198771516298;3,8766203933998;3,53485589201068
170;10;3,85503669896957;3,9703294941583;3,81952355116469;3,86392205337857;3,87599632827428;3,91269176103038
171;10;8,4232305370946;8,42588487320808;8,41349040006516;8,46703890103144;8,45135880165962;8,50190998536763
172;10;3,01963339738215;3,17356613121594;3,06907515462155;2,97217158038767;2,95797203547919;3,07819450741301
173;8;5,81490072347576;5,8274756042322;6,16486206597535;5,64180447804163;5,74771828959117;6,25072464333268
174;10;2,69190956362535;2,55637785661046;2,80592154785071;2,7528292100319;2,61024225763057;2,62540673295979
175;2;3,6498029177768;4,43870484952274;3,58733884708415;3,68724785258452;3,80227848512511;3,47205527459661
176;9;2,95210831168372;3,13157131609771;3,11211581270474;2,7115335208204;2,83507210680548;2,91559561568576
177;11;5,77005979357675;5,79167753680997;5,74221781016715;5,78695462461948;5,77958317570776;5,83677965877034
178;9;-0,122150270039547;-0,286520990128029;-0,24310581325959;-0,223686707745637;-0,0546133531763734;-0,196090448046434
179;6;4,02044386239497;4,02265456011294;4,02281805323212;4,00624641794486;4,01271994737683;4,32944836914314
180;8;2,99094874492145;3,08932293184332;3,36214896881717;2,83127650242529;2,7963222556398;3,34845596357479
181;4;3,85368683797133;3,66600158198562;3,78770603903395;3,41857550903515;3,6896286056639;4,02872538727534
182;8;4,06375680459075;4,07671378027059;4,41785135378938;3,86830408457078;4,05964512559928;4,45937064576771
183;1;8,19711630198719;8,20131318349006;8,30280624994623;8,31155606492969;8,22137407803523;8,38456697588401
184;7;3,04626834489032;2,96915002962201;2,37894589953217;3,14441018117218;3,27500033114198;2,92582537451386
185;10;4,02791085550343;3,87602778738146;3,83583037992721;4,07867832658594;3,90411515561645;3,94149058861439
186;9;6,16813676011038;6,04232597414625;6,32976400040311;5,9636779085336;6,10654231745971;6,26314288501849
187;2;8,55207075588967;9,10676573452636;8,44783458244617;8,64195943354259;8,54276696947033;8,37638995657305
188;9;2,16972929687983;2,00931643612495;2,32136159028671;1,91936949544399;2,00618002360499;1,99618971288948
189;4;5,95743199500343;6,06319569011306;6,08926532163372;5,3412198250377;5,76184327515861;6,04508004763251
190;3;6,97387612935776;7,10339518551404;7,31772926334446;6,94894663969675;6,8585457799832;7,15871908514449
191;1;1,76442421227298;1,95011966144271;1,5740741308739;1,8956938778942;1,90419452739484;1,94814432868339
192;8;5,44398189569744;5,63705593702304;5,74651246171831;5,2601985551502;5,52248236491265;5,87296959786596
193;1;7,28939817988396;7,47225258977235;7,37243365918368;7,37231519681484;7,33957032666624;7,33865539210931
194;6;8,21661754478241;8,02482934905688;8,35068339206751;8,40543732293422;8,36060804645072;7,99622961855034
195;8;3,74873925405829;3,56626793821616;4,08188401942881;3,68596763792722;3,58919869982912;4,12288635939168
196;2;5,80591666097312;6,54385431746046;5,65833045695468;5,60830883034065;5,77802927954613;5,73037162045508
197;8;5,43964551398125;5,47613272768971;5,76071751862359;5,37636686311629;5,30597177333724;5,85822265492346
198;10;4,71082083158955;4,79150958559304;4,61592840249479;4,61988970525391;4,62795974206939;4,43316408316433
199;5;4,40339388637511;4,30186291993304;4,25776698081462;4,55302509874745;3,61771632735325;4,52336353170393
200;6;4,17250525985836;4,02691333114161;4,29735433149143;4,13901808845802;4,18758720864534;3,7266057282406
201;9;3,50801015620034;3,42237170825627;3,47734825231981;3,30936345563185;3,65862089333039;3,33105998083864
202;1;6,27926321511472;6,32322807886953;6,2115989607511;6,23647566612194;6,20643217663596;6,43731689273695
203;5;6,31673230809268;6,34411645216045;6,22125728699487;6,48215123192516;5,57813764271435;6,2402695636369
204;8;1,9535628450571;2,11391798970312;2,14879896130901;1,93213487281486;1,90154535896167;2,3408451863334
205;8;3,56939690407978;3,54057023857401;3,8740958361808;3,44995509233938;3,70966220075877;3,93182970077412
206;11;4,18165103536627;4,1506639925257;4,10130357457852;4,20971611984602;3,99070520302808;4,19454594365849
207;3;4,51422180793193;4,57509805661571;4,94400582612902;4,4458043794049;4,37629269500207;4,58867289767545
208;11;4,49792227031153;4,44514350908298;4,44722545401614;4,42851145470936;4,56708139771085;4,51207609072748
209;2;5,83373379403408;6,56077261759117;5,80089975366052;5,72461073634829;5,92028847945537;5,92609932826515
210;2;7,38239442549235;8,05285801681744;7,29194537858999;7,20414617510101;7,22439644151887;7,27611003743074
211;3;3,07088582658928;3,11461008641657;3,39347022423775;3,20382395678919;3,12036441372496;2,96265498850283
212;6;6,7119081990689;6,70561217152402;6,7365961724788;6,60424064527154;6,77063219620734;7,10262059624195
213;7;3,08816462136462;3,27641307809979;2,59969585568767;2,93981772498816;3,42143056677312;3,00466785817996
214;5;7,03324069750604;7,1106212089501;7,17221739336025;7,05556917774599;6,29485378122997;6,86272064686861
215;11;1,28975470850131;1,22624532186313;1,24719908942355;1,37103103806151;1,0367289749149;1,35181619573271
216;9;5,30989641480445;5,36185630074068;5,13701859627216;5,1970852987917;5,16733155630826;5,50237349884881
217;11;6,58938135065379;6,66980288613828;6,50948551123271;6,64072367994355;6,44028190465884;6,67574199119823
218;9;1,01863810613247;0,868967159627551;1,04625729124489;0,656856233160557;1,2101687581973;1,21325718441474
219;11;5,58050223721649;5,56200407578136;5,55353527248364;5,58202001641031;5,49180303004097;5,66746433277141
220;7;5,88244811046579;5,78856275520929;5,24095436201141;5,88520036341333;6,27424806749158;5,93432748291352
221;9;2,89969046578245;2,84065704640434;2,80541159656332;2,73369785779123;2,92143469216735;2,8063249173245
222;9;0,933483322966912;0,977321052901515;1,02566943268857;0,653563074652173;1,11788897567994;0,856602831022882
223;7;5,69670805899504;5,72822289295573;5,39106928243845;5,72363661449481;6,05070547143541;5,72321156902317
224;3;5,34136099361812;5,37893252710809;5,66969282301606;5,19707457509821;5,45297824547624;5,51744460717772
225;1;7,68759567455667;7,49406698045599;7,63573318344819;7,82532769476342;7,74613002582732;7,84634038579929
226;4;2,97632855006495;2,79287951222623;2,82759377515876;2,26498395886274;2,95714144648054;2,79174582052046
227;10;5,73061814787978;5,61250317958364;5,73266229038307;5,71878245929436;5,56685867360973;5,64226639871666
228;7;3,76981447020731;3,64910920577309;3,51457938652671;3,85121053734979;4,06683800151291;3,60308092700503
229;3;5,25319411839856;5,25730336514799;5,55588005729052;5,33535562401204;5,23034648030563;5,3780945457661
230;8;5,29959276179812;5,12528815791971;5,48232418779313;5,15211598808906;5,44937990755803;5,65189603747363
231;5;5,86787765944894;5,8256061033025;5,88963966180156;5,71735776063572;5,17558556414727;5,77199380608793
232;11;2,452476985959;2,52858510638739;2,5449213306621;2,50321428060684;2,23054801078666;2,48132895684953
233;3;5,55039598127278;5,37946432414847;5,95340313855941;5,46867293534251;5,47028660304295;5,35350110386881
234;2;3,75522037667622;4,5271027748932;3,56895859108706;3,92999954277117;3,63703942287181;3,62564063032557
235;8;5,22900058916906;5,10823570341939;5,45420252488596;5,15455858559484;5,12024123194763;5,59438798680106
236;8;3,32592891908647;3,20944647525833;3,68203862714511;3,46521236475022;3,43175916045369;3,72652288055909
237;10;3,98554205304115;3,93093329496785;3,98617479741677;3,88830830986715;3,83434495689451;3,88486819440603
238;1;3,60828365812302;3,45096136804894;3,72397354969979;3,7232450018473;3,64185823507831;3,74747245636062
239;2;2,46263038011268;3,01085180321708;2,59230641292408;2,40627214729786;2,35746087551117;2,42176355885342
240;7;6,49229871989253;6,43907217797849;6,28204607511896;6,59040882973957;6,88496970529694;6,51045149336595
241;11;4,86209437648944;4,78248832986869;4,95396082547672;4,96184005790569;4,65214769642047;4,94343161277651
242;7;5,01258726161953;4,98012078381192;4,73945672933527;5,05547654735905;5,34598950054545;5,05761570972439
243;10;-1,50299722726979;-1,52459502460026;-1,59475206302069;-1,42493696569056;-1,46041797658019;-1,76810855406858
244;8;5,29723804710623;5,26744500180897;5,40751146209617;5,22183685923186;5,39231225956422;5,682623273355
245;5;7,3493864822184;7,51635995302176;7,24554831832473;7,54685892900278;6,68949355524791;7,28273079041218
246;5;5,83731475773883;5,8838165291926;5,94496392396895;5,80514604117406;5,08753612431382;5,65398869136033
247;1;6,63074530680848;6,82504710649325;6,62725580671055;6,6635058577284;6,50596550331636;6,59280195190756
248;2;3,56888003160896;4,16095191417447;3,6883835430974;3,49064519850257;3,46142880784067;3,415917815526
249;4;4,14565713741403;4,05540927025076;4,03416868523281;3,44842517055158;4,03835550537851;4,19828343298804
250;3;3,79094782790181;3,70121165599686;4,31187171153271;3,62632089622331;3,71330058027071;3,85732280511421
251;1;4,48815853155483;4,38763647682298;4,47937463659126;4,42198142378856;4,59055952809084;4,39117074094046
252;11;8,32115203519739;8,30034347391143;8,31614031047016;8,26873009326324;8,2654970785176;8,22911937744744
253;1;4,81229286907872;4,63502766552081;4,89230769320091;4,67142981008326;4,75648357278367;4,66891523317133
254;7;7,6852437234752;7,54668198062928;6,99693262610008;7,84082531857194;8,03836389962007;7,59043527704553
255;6;2,24134269055044;2,14779951121723;2,29997345577991;2,35668396545639;2,23861764162844;1,67749811314111
256;4;5,63425312048336;5,6609721170417;5,7038258921965;4,81027460376778;5,52311997689818;5,782271287465
257;1;4,01853044480454;4,09470164422314;4,16001315415274;4,10701450351994;4,0855725799724;3,88590716403346
258;9;7,01418280860927;7,05218571227562;7,1388401032291;6,84379164395906;7,19895787731331;7,12818562717695
259;9;6,15676629518863;6,03632738360908;6,31519471084472;6,00156575549633;6,22108634369221;5,98831686581258
260;4;4,43284445169203;4,34264718719579;4,26048079781987;3,94810077975791;4,3091937456914;4,55080219904713
261;3;6,71065170986192;6,70671420104416;7,28296298470894;6,59205170578869;6,86654943123074;6,72841264593961
262;3;6,53362369849312;6,41104154181632;6,83390830615501;6,39527324954945;6,54801231878775;6,70007435423287
263;9;9,19692899449904;9,36257784315561;9,13788055251528;8,84525519879711;9,05057725575928;9,34279551403773
264;2;5,8190311175227;6,58739829432832;5,91958634875862;5,78819190658776;5,63638764716832;5,73261569881959
265;5;4,663017103059;4,54952111317009;4,62985712707207;4,58881739525289;4,05949138242916;4,57293147834182
266;11;3,43342457593499;3,53005553775547;3,49644719686439;3,40390571582211;3,47904940045519;3,45247381681656
267;7;-0,498541533365313;-0,384423085744891;-0,803778224555243;-0,684691175050501;-0,22835484498686;-0,66635706310666
